x Distance [mm]	Height [cm]
 653.820 	 6.383 
 654.010 	 6.385 
 654.200 	 6.387 
 654.385 	 6.387 
 654.575 	 6.387 
 654.760 	 6.389 
 654.950 	 6.389 
 655.140 	 6.387 
 655.325 	 6.389 
 655.515 	 6.392 
 655.700 	 6.392 
 655.890 	 6.394 
 656.080 	 6.396 
 656.265 	 6.400 
 656.455 	 6.399 
 656.640 	 6.396 
 656.830 	 6.396 
 657.020 	 6.396 
 657.205 	 6.396 
 657.395 	 6.396 
 657.580 	 6.396 
 657.770 	 6.396 
 657.960 	 6.396 
 658.145 	 6.399 
 658.335 	 6.401 
 658.520 	 6.401 
 658.710 	 6.401 
 658.900 	 6.401 
 659.085 	 6.401 
 659.275 	 6.401 
 659.460 	 6.404 
 659.650 	 6.404 
 659.840 	 6.401 
 660.025 	 6.401 
 660.215 	 6.399 
 660.400 	 6.399 
 660.590 	 6.398 
 660.780 	 6.396 
 660.965 	 6.396 
 661.155 	 6.396 
 661.340 	 6.396 
 661.530 	 6.396 
 661.720 	 6.396 
 661.905 	 6.396 
 662.095 	 6.396 
 662.280 	 6.396 
 662.470 	 6.396 
 662.660 	 6.396 
 662.845 	 6.396 
 663.035 	 6.400 
 663.220 	 6.401 
 663.410 	 6.401 
 663.600 	 6.401 
 663.785 	 6.401 
 663.975 	 6.401 
 664.160 	 6.401 
 664.350 	 6.401 
 664.540 	 6.401 
 664.725 	 6.401 
 664.915 	 6.401 
 665.100 	 6.401 
 665.290 	 6.401 
 665.480 	 6.399 
 665.665 	 6.399 
 665.855 	 6.401 
 666.040 	 6.401 
 666.230 	 6.401 
 666.420 	 6.401 
 666.605 	 6.404 
 666.795 	 6.406 
 666.980 	 6.406 
 667.170 	 6.406 
 667.360 	 6.406 
 667.545 	 6.410 
 667.735 	 6.411 
 667.920 	 6.411 
 668.110 	 6.414 
 668.300 	 6.416 
 668.485 	 6.416 
 668.675 	 6.409 
 668.860 	 6.402 
 669.050 	 6.398 
 669.240 	 6.396 
 669.425 	 6.400 
 669.615 	 6.409 
 669.800 	 6.407 
 669.990 	 6.406 
 670.180 	 6.406 
 670.365 	 6.406 
 670.555 	 6.406 
 670.740 	 6.415 
 670.930 	 6.412 
 671.120 	 6.411 
 671.305 	 6.411 
 671.495 	 6.411 
 671.680 	 6.411 
 671.870 	 6.415 
 672.060 	 6.420 
 672.245 	 6.417 
 672.435 	 6.421 
 672.620 	 6.417 
 672.810 	 6.416 
 673.000 	 6.416 
 673.185 	 6.420 
 673.375 	 6.421 
 673.560 	 6.424 
 673.750 	 6.426 
 673.940 	 6.426 
 674.125 	 6.426 
 674.315 	 6.426 
 674.500 	 6.422 
 674.690 	 6.425 
 674.880 	 6.422 
 675.065 	 6.421 
 675.255 	 6.425 
 675.440 	 6.426 
 675.630 	 6.426 
 675.820 	 6.430 
 676.005 	 6.427 
 676.195 	 6.426 
 676.380 	 6.426 
 676.570 	 6.426 
 676.760 	 6.426 
 676.945 	 6.426 
 677.135 	 6.426 
 677.320 	 6.426 
 677.510 	 6.426 
 677.700 	 6.426 
 677.885 	 6.426 
 678.075 	 6.426 
 678.260 	 6.430 
 678.450 	 6.427 
 678.640 	 6.426 
 678.825 	 6.430 
 679.015 	 6.431 
 679.200 	 6.427 
 679.390 	 6.426 
 679.580 	 6.426 
 679.765 	 6.426 
 679.955 	 6.431 
 680.140 	 6.431 
 680.330 	 6.431 
 680.520 	 6.431 
 680.705 	 6.431 
 680.895 	 6.431 
 681.080 	 6.431 
 681.270 	 6.435 
 681.460 	 6.432 
 681.645 	 6.435 
 681.835 	 6.436 
 682.020 	 6.432 
 682.210 	 6.427 
 682.400 	 6.430 
 682.585 	 6.431 
 682.775 	 6.435 
 682.960 	 6.436 
 683.150 	 6.440 
 683.340 	 6.436 
 683.525 	 6.432 
 683.715 	 6.439 
 683.900 	 6.440 
 684.090 	 6.440 
 684.280 	 6.445 
 684.465 	 6.441 
 684.655 	 6.444 
 684.840 	 6.445 
 685.030 	 6.445 
 685.220 	 6.445 
 685.405 	 6.449 
 685.595 	 6.446 
 685.780 	 6.441 
 685.970 	 6.444 
 686.160 	 6.445 
 686.345 	 6.441 
 686.535 	 6.444 
 686.720 	 6.445 
 686.910 	 6.449 
 687.100 	 6.446 
 687.285 	 6.445 
 687.475 	 6.442 
 687.660 	 6.444 
 687.850 	 6.442 
 688.040 	 6.444 
 688.225 	 6.445 
 688.415 	 6.445 
 688.600 	 6.445 
 688.790 	 6.445 
 688.980 	 6.445 
 689.165 	 6.449 
 689.355 	 6.446 
 689.540 	 6.445 
 689.730 	 6.445 
 689.920 	 6.449 
 690.105 	 6.450 
 690.295 	 6.453 
 690.480 	 6.455 
 690.670 	 6.455 
 690.860 	 6.451 
 691.045 	 6.455 
 691.235 	 6.455 
 691.420 	 6.452 
 691.610 	 6.450 
 691.800 	 6.454 
 691.985 	 6.455 
 692.175 	 6.455 
 692.360 	 6.455 
 692.550 	 6.455 
 692.740 	 6.455 
 692.925 	 6.455 
 693.115 	 6.455 
 693.300 	 6.459 
 693.490 	 6.460 
 693.680 	 6.460 
 693.865 	 6.460 
 694.055 	 6.456 
 694.240 	 6.459 
 694.430 	 6.460 
 694.620 	 6.452 
 694.805 	 6.454 
 694.995 	 6.459 
 695.180 	 6.453 
 695.370 	 6.454 
 695.560 	 6.455 
 695.745 	 6.455 
 695.935 	 6.459 
 696.120 	 6.452 
 696.310 	 6.458 
 696.500 	 6.456 
 696.685 	 6.455 
 696.875 	 6.459 
 697.060 	 6.460 
 697.250 	 6.460 
 697.440 	 6.460 
 697.625 	 6.460 
 697.815 	 6.464 
 698.000 	 6.461 
 698.190 	 6.464 
 698.380 	 6.465 
 698.565 	 6.461 
 698.755 	 6.464 
 698.940 	 6.465 
 699.130 	 6.465 
 699.320 	 6.465 
 699.505 	 6.465 
 699.695 	 6.469 
 699.880 	 6.466 
 700.070 	 6.465 
 700.260 	 6.465 
 700.445 	 6.456 
 700.635 	 6.459 
 700.820 	 6.465 
 701.010 	 6.465 
 701.200 	 6.465 
 701.385 	 6.461 
 701.575 	 6.455 
 701.760 	 6.455 
 701.950 	 6.459 
 702.140 	 6.460 
 702.325 	 6.464 
 702.515 	 6.461 
 702.700 	 6.465 
 702.890 	 6.461 
 703.080 	 6.465 
 703.265 	 6.465 
 703.455 	 6.465 
 703.640 	 6.465 
 703.830 	 6.460 
 704.020 	 6.464 
 704.205 	 6.460 
 704.395 	 6.460 
 704.580 	 6.465 
 704.770 	 6.465 
 704.960 	 6.470 
 705.145 	 6.466 
 705.335 	 6.465 
 705.520 	 6.465 
 705.710 	 6.465 
 705.900 	 6.465 
 706.085 	 6.465 
 706.275 	 6.469 
 706.460 	 6.465 
 706.650 	 6.470 
 706.840 	 6.470 
 707.025 	 6.470 
 707.215 	 6.475 
 707.400 	 6.471 
 707.590 	 6.474 
 707.780 	 6.475 
 707.965 	 6.470 
 708.155 	 6.470 
 708.340 	 6.470 
 708.530 	 6.478 
 708.720 	 6.471 
 708.905 	 6.470 
 709.095 	 6.466 
 709.280 	 6.469 
 709.470 	 6.466 
 709.660 	 6.469 
 709.845 	 6.470 
 710.035 	 6.474 
 710.220 	 6.470 
 710.410 	 6.473 
 710.600 	 6.471 
 710.785 	 6.474 
 710.975 	 6.475 
 711.160 	 6.471 
 711.350 	 6.470 
 711.540 	 6.474 
 711.725 	 6.470 
 711.915 	 6.470 
 712.100 	 6.474 
 712.290 	 6.475 
 712.480 	 6.470 
 712.665 	 6.474 
 712.855 	 6.475 
 713.040 	 6.471 
 713.230 	 6.470 
 713.420 	 6.470 
 713.605 	 6.470 
 713.795 	 6.474 
 713.980 	 6.466 
 714.170 	 6.473 
 714.360 	 6.475 
 714.545 	 6.475 
 714.735 	 6.475 
 714.920 	 6.475 
 715.110 	 6.479 
 715.300 	 6.479 
 715.485 	 6.475 
 715.675 	 6.475 
 715.860 	 6.479 
 716.050 	 6.479 
 716.240 	 6.479 
 716.425 	 6.475 
 716.615 	 6.475 
 716.800 	 6.470 
 716.990 	 6.474 
 717.180 	 6.470 
 717.365 	 6.470 
 717.555 	 6.474 
 717.740 	 6.475 
 717.930 	 6.475 
 718.120 	 6.475 
 718.305 	 6.479 
 718.495 	 6.479 
 718.680 	 6.479 
 718.870 	 6.479 
 719.060 	 6.479 
 719.245 	 6.479 
 719.435 	 6.479 
 719.620 	 6.479 
 719.810 	 6.479 
 720.000 	 6.479 
 720.185 	 6.479 
 720.375 	 6.479 
 720.560 	 6.479 
 720.750 	 6.480 
 720.940 	 6.484 
 721.125 	 6.484 
 721.315 	 6.484 
 721.500 	 6.484 
 721.690 	 6.480 
 721.880 	 6.483 
 722.065 	 6.484 
 722.255 	 6.484 
 722.440 	 6.480 
 722.630 	 6.479 
 722.820 	 6.475 
 723.005 	 6.475 
 723.195 	 6.475 
 723.380 	 6.483 
 723.570 	 6.480 
 723.760 	 6.476 
 723.945 	 6.475 
 724.135 	 6.475 
 724.320 	 6.470 
 724.510 	 6.478 
 724.700 	 6.475 
 724.885 	 6.479 
 725.075 	 6.479 
 725.260 	 6.479 
 725.450 	 6.479 
 725.640 	 6.479 
 725.825 	 6.484 
 726.015 	 6.480 
 726.200 	 6.479 
 726.390 	 6.484 
 726.580 	 6.484 
 726.765 	 6.484 
 726.955 	 6.489 
 727.140 	 6.485 
 727.330 	 6.489 
 727.520 	 6.489 
 727.705 	 6.489 
 727.895 	 6.485 
 728.080 	 6.484 
 728.270 	 6.488 
 728.460 	 6.489 
 728.645 	 6.489 
 728.835 	 6.489 
 729.020 	 6.493 
 729.210 	 6.485 
 729.400 	 6.484 
 729.585 	 6.489 
 729.775 	 6.485 
 729.960 	 6.489 
 730.150 	 6.489 
 730.340 	 6.489 
 730.525 	 6.489 
 730.715 	 6.485 
 730.900 	 6.489 
 731.090 	 6.489 
 731.280 	 6.485 
 731.465 	 6.480 
 731.655 	 6.489 
 731.840 	 6.489 
 732.030 	 6.485 
 732.220 	 6.489 
 732.405 	 6.489 
 732.595 	 6.489 
 732.780 	 6.489 
 732.970 	 6.489 
 733.160 	 6.494 
 733.345 	 6.489 
 733.535 	 6.489 
 733.720 	 6.494 
 733.910 	 6.489 
 734.100 	 6.494 
 734.285 	 6.494 
 734.475 	 6.490 
 734.660 	 6.490 
 734.850 	 6.494 
 735.040 	 6.494 
 735.225 	 6.494 
 735.415 	 6.489 
 735.600 	 6.494 
 735.790 	 6.490 
 735.980 	 6.494 
 736.165 	 6.494 
 736.355 	 6.494 
 736.540 	 6.490 
 736.730 	 6.494 
 736.920 	 6.494 
 737.105 	 6.494 
 737.295 	 6.494 
 737.480 	 6.485 
 737.670 	 6.490 
 737.860 	 6.494 
 738.045 	 6.494 
 738.235 	 6.494 
 738.420 	 6.494 
 738.610 	 6.494 
 738.800 	 6.495 
 738.985 	 6.499 
 739.175 	 6.499 
 739.360 	 6.499 
 739.550 	 6.494 
 739.740 	 6.499 
 739.925 	 6.499 
 740.115 	 6.494 
 740.300 	 6.494 
 740.490 	 6.494 
 740.680 	 6.494 
 740.865 	 6.489 
 741.055 	 6.489 
 741.240 	 6.489 
 741.430 	 6.489 
 741.620 	 6.489 
 741.805 	 6.489 
 741.995 	 6.494 
 742.180 	 6.494 
 742.370 	 6.494 
 742.560 	 6.490 
 742.745 	 6.494 
 742.935 	 6.494 
 743.120 	 6.494 
 743.310 	 6.494 
 743.500 	 6.490 
 743.685 	 6.491 
 743.875 	 6.498 
 744.060 	 6.498 
 744.250 	 6.494 
 744.440 	 6.490 
 744.625 	 6.494 
 744.815 	 6.498 
 745.000 	 6.494 
 745.190 	 6.499 
 745.380 	 6.499 
 745.565 	 6.499 
 745.755 	 6.504 
 745.940 	 6.499 
 746.130 	 6.495 
 746.320 	 6.498 
 746.505 	 6.495 
 746.695 	 6.498 
 746.880 	 6.494 
 747.070 	 6.494 
 747.260 	 6.499 
 747.445 	 6.499 
 747.635 	 6.499 
 747.820 	 6.499 
 748.010 	 6.499 
 748.200 	 6.499 
 748.385 	 6.495 
 748.575 	 6.504 
 748.760 	 6.504 
 748.950 	 6.499 
 749.140 	 6.499 
 749.325 	 6.499 
 749.515 	 6.499 
 749.700 	 6.498 
 749.890 	 6.494 
 750.080 	 6.499 
 750.265 	 6.504 
 750.455 	 6.504 
 750.640 	 6.504 
 750.830 	 6.504 
 751.020 	 6.504 
 751.205 	 6.499 
 751.395 	 6.499 
 751.580 	 6.504 
 751.770 	 6.504 
 751.960 	 6.499 
 752.145 	 6.503 
 752.335 	 6.508 
 752.520 	 6.504 
 752.710 	 6.503 
 752.900 	 6.499 
 753.085 	 6.499 
 753.275 	 6.499 
 753.460 	 6.504 
 753.650 	 6.508 
 753.840 	 6.504 
 754.025 	 6.504 
 754.215 	 6.508 
 754.400 	 6.504 
 754.590 	 6.500 
 754.780 	 6.508 
 754.965 	 6.509 
 755.155 	 6.509 
 755.340 	 6.509 
 755.530 	 6.509 
 755.720 	 6.509 
 755.905 	 6.504 
 756.095 	 6.504 
 756.280 	 6.509 
 756.470 	 6.509 
 756.660 	 6.509 
 756.845 	 6.509 
 757.035 	 6.509 
 757.220 	 6.504 
 757.410 	 6.509 
 757.600 	 6.509 
 757.785 	 6.509 
 757.975 	 6.504 
 758.160 	 6.499 
 758.350 	 6.509 
 758.540 	 6.499 
 758.725 	 6.504 
 758.915 	 6.504 
 759.100 	 6.499 
 759.290 	 6.504 
 759.480 	 6.500 
 759.665 	 6.504 
 759.855 	 6.504 
 760.040 	 6.504 
 760.230 	 6.509 
 760.420 	 6.513 
 760.605 	 6.509 
 760.795 	 6.504 
 760.980 	 6.504 
 761.170 	 6.504 
 761.360 	 6.497 
 761.545 	 6.504 
 761.735 	 6.503 
 761.920 	 6.501 
 762.110 	 6.509 
 762.300 	 6.509 
 762.485 	 6.499 
 762.675 	 6.504 
 762.860 	 6.504 
 763.050 	 6.509 
 763.240 	 6.504 
 763.425 	 6.504 
 763.615 	 6.504 
 763.800 	 6.505 
 763.990 	 6.509 
 764.180 	 6.509 
 764.365 	 6.504 
 764.555 	 6.509 
 764.740 	 6.509 
 764.930 	 6.509 
 765.120 	 6.510 
 765.305 	 6.513 
 765.495 	 6.509 
 765.680 	 6.509 
 765.870 	 6.509 
 766.060 	 6.504 
 766.245 	 6.504 
 766.435 	 6.509 
 766.620 	 6.513 
 766.810 	 6.509 
 767.000 	 6.508 
 767.185 	 6.505 
 767.375 	 6.509 
 767.560 	 6.508 
 767.750 	 6.505 
 767.940 	 6.509 
 768.125 	 6.508 
 768.315 	 6.504 
 768.500 	 6.505 
 768.690 	 6.509 
 768.880 	 6.508 
 769.065 	 6.505 
 769.255 	 6.511 
 769.440 	 6.514 
 769.630 	 6.513 
 769.820 	 6.509 
 770.005 	 6.509 
 770.195 	 6.509 
 770.380 	 6.508 
 770.570 	 6.504 
 770.760 	 6.504 
 770.945 	 6.504 
 771.135 	 6.504 
 771.320 	 6.505 
 771.510 	 6.509 
 771.700 	 6.508 
 771.885 	 6.505 
 772.075 	 6.507 
 772.260 	 6.505 
 772.450 	 6.508 
 772.640 	 6.503 
 772.825 	 6.501 
 773.015 	 6.504 
 773.200 	 6.504 
 773.390 	 6.504 
 773.580 	 6.503 
 773.765 	 6.499 
 773.955 	 6.499 
 774.140 	 6.499 
 774.330 	 6.500 
 774.520 	 6.504 
 774.705 	 6.504 
 774.895 	 6.505 
 775.080 	 6.508 
 775.270 	 6.504 
 775.460 	 6.509 
 775.645 	 6.508 
 775.835 	 6.505 
 776.020 	 6.509 
 776.210 	 6.509 
 776.400 	 6.509 
 776.585 	 6.505 
 776.775 	 6.509 
 776.960 	 6.509 
 777.150 	 6.506 
 777.340 	 6.500 
 777.525 	 6.504 
 777.715 	 6.504 
 777.900 	 6.503 
 778.090 	 6.499 
 778.280 	 6.504 
 778.465 	 6.504 
 778.655 	 6.505 
 778.840 	 6.509 
 779.030 	 6.509 
 779.220 	 6.508 
 779.405 	 6.499 
 779.595 	 6.499 
 779.780 	 6.499 
 779.970 	 6.494 
 780.160 	 6.499 
 780.345 	 6.499 
 780.535 	 6.499 
 780.720 	 6.499 
 780.910 	 6.504 
 781.100 	 6.499 
 781.285 	 6.500 
 781.475 	 6.503 
 781.660 	 6.499 
 781.850 	 6.499 
 782.040 	 6.499 
 782.225 	 6.499 
 782.415 	 6.494 
 782.600 	 6.494 
 782.790 	 6.499 
 782.980 	 6.494 
 783.165 	 6.494 
 783.355 	 6.494 
 783.540 	 6.494 
 783.730 	 6.495 
 783.920 	 6.504 
 784.105 	 6.504 
 784.295 	 6.504 
 784.480 	 6.498 
 784.670 	 6.494 
 784.860 	 6.499 
 785.045 	 6.499 
 785.235 	 6.494 
 785.420 	 6.499 
 785.610 	 6.499 
 785.800 	 6.498 
 785.985 	 6.490 
 786.175 	 6.498 
 786.360 	 6.496 
 786.550 	 6.499 
 786.740 	 6.499 
 786.925 	 6.499 
 787.115 	 6.499 
 787.300 	 6.498 
 787.490 	 6.495 
 787.680 	 6.499 
 787.865 	 6.499 
 788.055 	 6.498 
 788.240 	 6.494 
 788.430 	 6.489 
 788.620 	 6.489 
 788.805 	 6.490 
 788.995 	 6.494 
 789.180 	 6.494 
 789.370 	 6.494 
 789.560 	 6.494 
 789.745 	 6.494 
 789.935 	 6.493 
 790.120 	 6.488 
 790.310 	 6.487 
 790.500 	 6.493 
 790.685 	 6.489 
 790.875 	 6.488 
 791.060 	 6.485 
 791.250 	 6.489 
 791.440 	 6.488 
 791.625 	 6.486 
 791.815 	 6.489 
 792.000 	 6.489 
 792.190 	 6.489 
 792.380 	 6.488 
 792.565 	 6.484 
 792.755 	 6.484 
 792.940 	 6.484 
 793.130 	 6.486 
 793.320 	 6.488 
 793.505 	 6.484 
 793.695 	 6.484 
 793.880 	 6.484 
 794.070 	 6.485 
 794.260 	 6.487 
 794.445 	 6.482 
 794.635 	 6.479 
 794.820 	 6.480 
 795.010 	 6.484 
 795.200 	 6.484 
 795.385 	 6.483 
 795.575 	 6.479 
 795.760 	 6.481 
 795.950 	 6.484 
 796.140 	 6.484 
 796.325 	 6.484 
 796.515 	 6.484 
 796.700 	 6.484 
 796.890 	 6.484 
 797.080 	 6.483 
 797.265 	 6.479 
 797.455 	 6.481 
 797.640 	 6.483 
 797.830 	 6.479 
 798.020 	 6.479 
 798.205 	 6.479 
 798.395 	 6.479 
 798.580 	 6.479 
 798.770 	 6.479 
 798.960 	 6.479 
 799.145 	 6.479 
 799.335 	 6.479 
 799.520 	 6.479 
 799.710 	 6.479 
 799.900 	 6.479 
 800.085 	 6.478 
 800.275 	 6.476 
 800.460 	 6.479 
 800.650 	 6.479 
 800.840 	 6.478 
 801.025 	 6.475 
 801.215 	 6.475 
 801.400 	 6.475 
 801.590 	 6.475 
 801.780 	 6.475 
 801.965 	 6.476 
 802.155 	 6.479 
 802.340 	 6.478 
 802.530 	 6.476 
 802.720 	 6.478 
 802.905 	 6.475 
 803.095 	 6.473 
 803.280 	 6.473 
 803.470 	 6.479 
 803.660 	 6.479 
 803.845 	 6.478 
 804.035 	 6.476 
 804.220 	 6.479 
 804.410 	 6.479 
 804.600 	 6.479 
 804.785 	 6.479 
 804.975 	 6.479 
 805.160 	 6.479 
 805.350 	 6.479 
 805.540 	 6.478 
 805.725 	 6.475 
 805.915 	 6.478 
 806.100 	 6.476 
 806.290 	 6.481 
 806.480 	 6.484 
 806.665 	 6.485 
 806.855 	 6.488 
 807.040 	 6.481 
 807.230 	 6.485 
 807.420 	 6.488 
 807.605 	 6.484 
 807.795 	 6.484 
 807.980 	 6.486 
 808.170 	 6.489 
 808.360 	 6.488 
 808.545 	 6.486 
 808.735 	 6.489 
 808.920 	 6.487 
 809.110 	 6.484 
 809.300 	 6.486 
 809.485 	 6.489 
 809.675 	 6.489 
 809.860 	 6.489 
 810.050 	 6.491 
 810.240 	 6.494 
 810.425 	 6.493 
 810.615 	 6.489 
 810.800 	 6.487 
 810.990 	 6.484 
 811.180 	 6.486 
 811.365 	 6.489 
 811.555 	 6.489 
 811.740 	 6.491 
 811.930 	 6.491 
 812.120 	 6.485 
 812.305 	 6.489 
 812.495 	 6.489 
 812.680 	 6.489 
 812.870 	 6.489 
 813.060 	 6.489 
 813.245 	 6.489 
 813.435 	 6.491 
 813.620 	 6.494 
 813.810 	 6.493 
 814.000 	 6.490 
 814.185 	 6.494 
 814.375 	 6.494 
 814.560 	 6.493 
 814.750 	 6.489 
 814.940 	 6.491 
 815.125 	 6.493 
 815.315 	 6.489 
 815.500 	 6.490 
 815.690 	 6.494 
 815.880 	 6.491 
 816.065 	 6.486 
 816.255 	 6.488 
 816.440 	 6.486 
 816.630 	 6.489 
 816.820 	 6.489 
 817.005 	 6.491 
 817.195 	 6.493 
 817.380 	 6.489 
 817.570 	 6.489 
 817.760 	 6.489 
 817.945 	 6.488 
 818.135 	 6.484 
 818.320 	 6.484 
 818.510 	 6.484 
 818.700 	 6.483 
 818.885 	 6.481 
 819.075 	 6.484 
 819.260 	 6.484 
 819.450 	 6.484 
 819.640 	 6.487 
 819.825 	 6.487 
 820.015 	 6.486 
 820.200 	 6.489 
 820.390 	 6.490 
 820.580 	 6.493 
 820.765 	 6.488 
 820.955 	 6.486 
 821.140 	 6.489 
 821.330 	 6.488 
 821.520 	 6.484 
 821.705 	 6.484 
 821.895 	 6.486 
 822.080 	 6.488 
 822.270 	 6.486 
 822.460 	 6.489 
 822.645 	 6.488 
 822.835 	 6.484 
 823.020 	 6.479 
 823.210 	 6.480 
 823.400 	 6.483 
 823.585 	 6.479 
 823.775 	 6.481 
 823.960 	 6.486 
 824.150 	 6.486 
 824.340 	 6.481 
 824.525 	 6.484 
 824.715 	 6.484 
 824.900 	 6.484 
 825.090 	 6.484 
 825.280 	 6.483 
 825.465 	 6.481 
 825.655 	 6.483 
 825.840 	 6.479 
 826.030 	 6.481 
 826.220 	 6.484 
 826.405 	 6.483 
 826.595 	 6.481 
 826.780 	 6.486 
 826.970 	 6.488 
 827.160 	 6.484 
 827.345 	 6.486 
 827.535 	 6.489 
 827.720 	 6.489 
 827.910 	 6.489 
 828.100 	 6.488 
 828.285 	 6.484 
 828.475 	 6.484 
 828.660 	 6.483 
 828.850 	 6.481 
 829.040 	 6.484 
 829.225 	 6.483 
 829.415 	 6.481 
 829.600 	 6.484 
 829.790 	 6.483 
 829.980 	 6.479 
 830.165 	 6.481 
 830.355 	 6.483 
 830.540 	 6.479 
 830.730 	 6.479 
 830.920 	 6.481 
 831.105 	 6.482 
 831.295 	 6.476 
 831.480 	 6.479 
 831.670 	 6.482 
 831.860 	 6.484 
 832.045 	 6.479 
 832.235 	 6.481 
 832.420 	 6.483 
 832.610 	 6.479 
 832.800 	 6.479 
 832.985 	 6.479 
 833.175 	 6.479 
 833.360 	 6.478 
 833.550 	 6.476 
 833.740 	 6.479 
 833.925 	 6.479 
 834.115 	 6.479 
 834.300 	 6.479 
 834.490 	 6.478 
 834.680 	 6.477 
 834.865 	 6.479 
 835.055 	 6.479 
 835.240 	 6.479 
 835.430 	 6.479 
 835.620 	 6.479 
 835.805 	 6.479 
 835.995 	 6.477 
 836.180 	 6.475 
 836.370 	 6.476 
 836.560 	 6.479 
 836.745 	 6.478 
 836.935 	 6.475 
 837.120 	 6.475 
 837.310 	 6.475 
 837.500 	 6.473 
 837.685 	 6.470 
 837.875 	 6.471 
 838.060 	 6.471 
 838.250 	 6.467 
 838.440 	 6.468 
 838.625 	 6.466 
 838.815 	 6.470 
 839.000 	 6.470 
 839.190 	 6.471 
 839.380 	 6.473 
 839.565 	 6.472 
 839.755 	 6.475 
 839.940 	 6.473 
 840.130 	 6.470 
 840.320 	 6.466 
 840.505 	 6.462 
 840.695 	 6.462 
 840.880 	 6.460 
 841.070 	 6.460 
 841.260 	 6.460 
 841.445 	 6.462 
 841.635 	 6.463 
 841.820 	 6.463 
 842.010 	 6.469 
 842.200 	 6.475 
 842.385 	 6.475 
 842.575 	 6.475 
 842.760 	 6.472 
 842.950 	 6.470 
 843.140 	 6.472 
 843.325 	 6.475 
 843.515 	 6.472 
 843.700 	 6.470 
 843.890 	 6.470 
 844.080 	 6.472 
 844.265 	 6.472 
 844.455 	 6.467 
 844.640 	 6.467 
 844.830 	 6.472 
 845.020 	 6.470 
 845.205 	 6.465 
 845.395 	 6.467 
 845.580 	 6.472 
 845.770 	 6.475 
 845.960 	 6.475 
 846.145 	 6.473 
 846.335 	 6.470 
 846.520 	 6.470 
 846.710 	 6.470 
 846.900 	 6.468 
 847.085 	 6.463 
 847.275 	 6.458 
 847.460 	 6.455 
 847.650 	 6.463 
 847.840 	 6.473 
 848.025 	 6.470 
 848.215 	 6.470 
 848.400 	 6.472 
 848.590 	 6.475 
 848.780 	 6.476 
 848.965 	 6.482 
 849.155 	 6.484 
 849.340 	 6.484 
 849.530 	 6.484 
 849.720 	 6.487 
 849.905 	 6.487 
 850.095 	 6.484 
 850.280 	 6.484 
 850.470 	 6.486 
 850.660 	 6.487 
 850.845 	 6.484 
 851.035 	 6.487 
 851.220 	 6.491 
 851.410 	 6.490 
 851.600 	 6.486 
 851.785 	 6.489 
 851.975 	 6.489 
 852.160 	 6.488 
 852.350 	 6.484 
 852.540 	 6.486 
 852.725 	 6.487 
 852.915 	 6.487 
 853.100 	 6.489 
 853.290 	 6.489 
 853.480 	 6.489 
 853.665 	 6.489 
 853.855 	 6.489 
 854.040 	 6.489 
 854.230 	 6.489 
 854.420 	 6.489 
 854.605 	 6.489 
 854.795 	 6.487 
 854.980 	 6.486 
 855.170 	 6.489 
 855.360 	 6.489 
 855.545 	 6.489 
 855.735 	 6.485 
 855.920 	 6.481 
 856.110 	 6.484 
 856.300 	 6.486 
 856.485 	 6.489 
 856.675 	 6.489 
 856.860 	 6.491 
 857.050 	 6.492 
 857.240 	 6.489 
 857.425 	 6.489 
 857.615 	 6.489 
 857.800 	 6.489 
 857.990 	 6.489 
 858.180 	 6.487 
 858.365 	 6.486 
 858.555 	 6.489 
 858.740 	 6.487 
 858.930 	 6.484 
 859.120 	 6.484 
 859.305 	 6.484 
 859.495 	 6.484 
 859.680 	 6.486 
 859.870 	 6.487 
 860.060 	 6.483 
 860.245 	 6.481 
 860.435 	 6.484 
 860.620 	 6.484 
 860.810 	 6.482 
 861.000 	 6.481 
 861.185 	 6.483 
 861.375 	 6.479 
 861.560 	 6.479 
 861.750 	 6.479 
 861.940 	 6.482 
 862.125 	 6.483 
 862.315 	 6.480 
 862.500 	 6.484 
 862.690 	 6.486 
 862.880 	 6.486 
 863.065 	 6.484 
 863.255 	 6.484 
 863.440 	 6.487 
 863.630 	 6.489 
 863.820 	 6.489 
 864.005 	 6.487 
 864.195 	 6.487 
 864.380 	 6.489 
 864.570 	 6.494 
 864.760 	 6.502 
 864.945 	 6.504 
 865.135 	 6.502 
 865.320 	 6.497 
 865.510 	 6.497 
 865.700 	 6.501 
 865.885 	 6.504 
 866.075 	 6.504 
 866.260 	 6.506 
 866.450 	 6.509 
 866.640 	 6.507 
 866.825 	 6.504 
 867.015 	 6.504 
 867.200 	 6.504 
 867.390 	 6.502 
 867.580 	 6.499 
 867.765 	 6.501 
 867.955 	 6.502 
 868.140 	 6.501 
 868.330 	 6.506 
 868.520 	 6.506 
 868.705 	 6.506 
 868.895 	 6.509 
 869.080 	 6.509 
 869.270 	 6.509 
 869.460 	 6.509 
 869.645 	 6.509 
 869.835 	 6.506 
 870.020 	 6.506 
 870.210 	 6.509 
 870.400 	 6.509 
 870.585 	 6.509 
 870.775 	 6.509 
 870.960 	 6.509 
 871.150 	 6.512 
 871.340 	 6.511 
 871.525 	 6.509 
 871.715 	 6.509 
 871.900 	 6.509 
 872.090 	 6.509 
 872.280 	 6.511 
 872.465 	 6.511 
 872.655 	 6.506 
